rate,customer_review,reply
FIVE,"Ian was a very good server. Took very good care of his customers.","Thank you for your kind words! We are so pleased to hear that Ian took such good care of you. At Witch Topokki, we strive to provide the best customer service and it's great to hear that we achieved that with you. Thank you for choosing to dine with us!"
FIVE,"Great food. Amazing experience every time I come with my family 💕","Thank you for your kind words and for choosing Witch Topokki in Flushing for your family! We are so happy to hear that you have had an amazing experience each time you come to visit us. We look forward to seeing you again soon!"
FIVE,"Great concept. I love making your own broth.","Thank you for your kind words! We are so glad you enjoyed our concept. We strive to provide a unique and enjoyable experience for all of our customers. We look forward to seeing you again soon!"
FIVE,"Awesome experience. Would definitely come back! Now i understand why their lines are out the door.","Thank you for your kind words! We are so glad you enjoyed your experience at Witch Topokki in Flushing. We strive to provide our customers with the best experience possible, and we are glad you can see that. We hope to see you again soon!"
FIVE,"no comment","Thank you for your 5-star rating of Witch Topokki in Flushing. We appreciate your support and are glad that you enjoyed your experience. Your feedback is important to us and we look forward to seeing you again soon."
FIVE,"After 2 years of not coming back we decided to give it another go. This time we didn’t do the all you can eat and just ordered a combo and some a la carte items and boy was it delicious. The pork belly was fantastic and the brisket was as well. Not to mention the drinks and such a clean environment. We will definitely be back. Our waitress was fantastic which made for our date night to be perfect! 😊","Thank you for your kind words! We are so glad that you enjoyed your meal and experience with us. We strive to provide excellent service and delicious food, and we are glad that we could make your date night perfect. We look forward to seeing you again soon!"
FIVE,"We just went to Qui this past Sunday evening and both the food and service was excellent!  In northern VA, Qui is hands down one of the best all you can eat Korean BBQ places around.  Also, we loved our waiter, Isaac, who was both attentive and very informative!","Thank you so much for your kind words! We are so glad that you enjoyed your visit to Qui Korean BBQ & BAR. Our staff works hard to provide excellent service and delicious food. We are thrilled that you had a great experience and that you found our waiter, Isaac, to be attentive and informative. We look forward to seeing you again soon!"
FIVE,"Very good sauce and Tteoboki!","Thank you so much for your kind words! We are delighted to hear that you enjoyed our sauce and Tteoboki. We strive to provide the best quality food and service to our customers, and we appreciate your feedback. We hope to see you soon!"
FIVE,"The food is delicious and there is such a wide variety of foods to choose from it’s crazy. Our waitress (Yeseo) was also so nice and helped us set up everything. Will definitely come back again! :D","Thank you for your kind words! We are so glad to hear that you enjoyed your experience with us. Yeseo is a great asset to our team and we are happy she was able to help you. We look forward to seeing you again soon!"
FIVE,"Yeseo showed us exactly how everything worked. Great food, great service","Thank you for your kind words! We are glad to hear that Yeseo was able to show you how everything worked and that you enjoyed the food and service. We look forward to seeing you again soon!"
FIVE,"Very good food and service","Thank you for your positive feedback! We are glad that you enjoyed your experience at Witch Topokki in Flushing. We strive to provide excellent food and service to all of our customers and we are glad that it was evident in your dining experience. We look forward to seeing you again soon!"
FIVE,"Very friendly staff, clean bathrooms, excellent food.","Thank you so much for your kind words! We are so glad that you enjoyed your experience at Witch Topokki in Flushing. We strive to provide a clean and friendly environment for our customers and are so happy to hear that you had a great time. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate us 5-stars! We are delighted to hear that you enjoyed your experience at The Qui Korean BBQ & BAR in Chantilly. We strive to provide excellent service and quality food, so your feedback is greatly appreciated. Thank you again for your support!"
FIVE,"no comment","Thank you for taking the time to rate Meat Project in Centreville with five stars. Your feedback is greatly appreciated and helps us to continue providing quality service. We look forward to serving you again soon."
FIVE,"Everytime I go to one of these markets I am like a kid in a candy store. I want to try everything.","Thank you so much for your kind words! We are thrilled to hear that you enjoy visiting our market and that it brings out the kid in you! We strive to offer a wide variety of products so that everyone can find something they like. We look forward to seeing you again soon!"
FIVE,"Love the experience 💕💕 good was fresh and the presentation was superb!!💕💕❤️.  I was visiting and my family took me there for my birthday. Awesome 👍","Thank you so much for your kind words and for celebrating your birthday with us! We are so glad you enjoyed your experience and the freshness of the food. We hope to see you back soon!"
TWO,"Hum… need salt on all menu","We are sorry to hear that you found our food to be lacking in salt. We take pride in providing our customers with the best possible experience and we are sorry that we did not meet your expectations. We value your feedback and are always looking for ways to improve. We would love for you to give us another chance to show you the quality of our food that we strive to provide. Thank you for your time and consideration."
FIVE,"The spices are NOT to be played with but the food was good, and my tummy was full (it’s all you can eat) but I enjoyed the food and the experience was wonderful. The staff was so sweet and explained everything (my first time) can’t wait to bring more friends here.","Thank you for your wonderful review! We are so pleased that you had a great experience with our helpful staff. We would be delighted to have you back soon and we hope you will spread the word about your experience to your friends and family!"
FIVE,"Awesome place! Friendly and helpful staff. This place offers so much variety if you love ramen and toppoki I suggest you come!","Thank you for your wonderful feedback! We are delighted to hear that you had an enjoyable visit to Witch Topokki in Flushing. We take great pride in providing our customers with the best quality service and food, and we are thrilled that you were able to find so many options to choose from. We look forward to seeing you again soon!"
FIVE,"Witch Topokki has a great setting and calming/homy atmosphere. The staff is very helpful and help you prep while also explaining the many options you have to make your own unique Topokki journey. The spices and food taste amazing I had the rose dance sauce which is a mix of sweet and savory a great balance and mix of flavor. Overall, I had an amazing experience at witch Topokki.","Thank you for your wonderful review! We are so pleased that you enjoyed your experience with us and that our staff was able to help you create a unique Topokki journey. We are delighted that you enjoyed the rose dance sauce and that you found the perfect balance of sweet and savory flavors. We hope to see you again soon!"
FIVE,"It’s great!","Thank you for taking the time to share your positive experience with us! We are thrilled to hear that you enjoyed both the food and the friendly service. Your feedback is invaluable to us and we are committed to providing the best possible experience for all of our customers. We look forward to seeing you again soon!"
FIVE,"The appetizers are very good! (Recommend fried veggies and bone less chicken). It was very spicy, even the one fire level, so proceed with caution.","Thank you for your wonderful review! We are delighted to hear that you enjoyed our appetizers, especially our fried veggies and boneless chicken. We are especially proud of the spiciness in our dishes and we're glad you were able to experience it. We hope to welcome you back soon!"
FIVE,"super novel and fun dining experience to find in NYC! food was tasty, staff was helpful, and it was very affordable as well. be warned the sauces are spicier than you expect though 🔥","Thank you for your kind review! We are so pleased to hear that you had a great experience with us. We always strive to make every visit to Witch Topokki enjoyable and affordable. We apologize that the sauces were spicier than you expected and we will take your feedback into consideration. We will make sure to adjust the spice level to better suit our customers' preferences in the future. Thank you again for your kind words!"
FIVE,"It was so fun!","Thank you for your kind words! We are so pleased to hear that you enjoyed the delicious food and the friendly service. We strive to make sure that all of our customers have an enjoyable experience, and it's wonderful to know that we succeeded in doing so. We hope to see you again soon!"
FIVE,"Best cappuccino I have had.","Thank you for your kind words! We are delighted that you enjoyed our cappuccino and take pride in ensuring that every cup of coffee we serve is of the highest quality. We look forward to welcoming you back soon!"
FIVE,"The beat place to go here awesome service 👏","Thank you for your kind review! We are delighted to hear that you had a great experience with us. We strive to provide the highest quality of service and we are thrilled that you noticed. We look forward to seeing you again soon!"
FIVE,"Great food great soju great service from Jacob","Thank you for your lovely review! We truly appreciate your kind words and are thrilled that you enjoyed your experience at Iron Age Halcyon. Jacob's efforts to make your visit extra special are much appreciated and we are delighted that you had such a positive experience. We look forward to welcoming you again soon!"
FIVE,"no comment","Thank you for taking the time to give us a 5-star rating for the Meat Project in Centreville. We truly appreciate your support and are thrilled that you had a positive experience. Your feedback is invaluable to us and we hope to have the opportunity to serve you again soon."
FIVE,"no comment","Thank you for your kind 5-star rating for Meat Project in Centreville. We truly appreciate your support and are delighted that you enjoyed our services. We look forward to the pleasure of serving you again soon. Thank you for choosing us!"
FIVE,"This is a great coffee shop.. it is NOT your run of the mill spot, with hushed tones and arrogant glances.. the owners speak their minds and welcome yours! Friendly, open, and frank... it's refreshing to try several types of coffee shots.. to find YOUR perfect coffee.  Come try it, meet the owners.. make new friends! You will not be sorry..","Thank you for your kind words! We are delighted to hear that you had a positive experience at Kool Bean in Newnan. We strive to create an atmosphere of inclusivity and acceptance for all our guests and we value your opinions and suggestions. We hope to welcome you back soon!"
FIVE,"All you can eat hot pot for only $25 a person. You can add a bunch of stuff including prepackaged ramen which is included. Great spot.","Thank you so much for your kind words! We are thrilled that you enjoyed our all you can eat hot pot for only $25 per person. We are especially delighted that you appreciated the pre-packaged ramen that is included. We look forward to seeing you again soon!"
FIVE,"Amazing food, amazing value, and best of all the servers are super attentive and kind.","Thank you so much for your kind words! We are delighted to hear that you had a wonderful experience at Witch Topokki. Our team is committed to providing an enjoyable experience for all of our customers, and we are so pleased that you noticed. We look forward to seeing you again soon!"
FIVE,"Amazing fried chicken and lots of rice cakes. My favorite rice cake is the cheese corn one.","Thank you for your positive feedback! We are delighted to hear that you enjoyed our fried chicken and rice cakes, especially the cheese corn one. We strive to provide our customers with the best quality and experience, and we are thrilled that you had a great experience. We truly appreciate your support!"
FIVE,"no comment","Thank you for your wonderful 5-star rating of Witch Topokki in Flushing! Your feedback means a lot to us and we are so grateful for your support. We hope to see you again soon!"
FIVE,"This place is incredible. Great food, great experience and wonderful staff to assist you with anything you need. Would highly recommend.","Thank you for your kind words! We are thrilled to hear that you had a wonderful experience with us. Our goal is to always provide our customers with the best food and service, so we are so glad that we were able to meet your expectations. We look forward to seeing you again soon!"
FIVE,"They are super nice and wonderful at walking you through the experience. Food is delicious!","Thank you for your kind words! We are delighted to hear that you enjoyed the food and that you had a great experience. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with a 5-star rating. We truly appreciate your kind words and are delighted that you enjoyed your experience. Your positive feedback means a lot to us and we hope to see you again soon. Thank you for your support!"
FIVE,"This place is so unique and cute! The broth is so flavorful and there are so many options. I especially like the fish cake sticks! I really enjoyed this spot and would definitely come back here again.","Thank you for your wonderful review! We are delighted to know that you enjoyed our unique atmosphere and flavorful broth. We are especially thrilled that you enjoyed our fish cake sticks. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with 5 stars! We are delighted to hear that you had a great experience and are grateful for your positive feedback. We hope to see you again soon and appreciate your continued support!"
FIVE,"Best place to come to if you are trying to gourmet your ramen experience for a good price! The fried food is amazing and there is an endless selection of ramen to choose from","Thank you for your kind words! We truly appreciate your feedback and are so pleased that you had a great experience with us. Our goal is always to provide an enjoyable experience for our customers, and we are delighted that we were able to do just that for you. We look forward to seeing you again soon!"
ONE,"All fake 5 star reviews","We are sorry to hear about your negative experience at our restaurant. We take all customer feedback seriously and are always looking for ways to improve our services. We would love to have the chance to show you our dedication to providing excellent service and delicious food. Thank you for taking the time to provide your feedback."
FIVE,"Very filling, good service","Thank you for taking the time to leave a review of our business. We are sorry to hear that you feel our reviews are not genuine. We would like to assure you that all of our reviews are generated by our valued customers and are not fake. We take the authenticity of our reviews very seriously. We value all feedback, both positive and negative, and use it to continually improve our service for our customers. We hope that you will give us another chance to exceed your expectations in the future."
FIVE,"Had a topokki tasting and two different Korean beers. More authentic than KTown in Manhattan.","Thank you for your positive review! We are delighted that you enjoyed your meal and found it filling. Our team works hard to provide excellent service and delicious food, and we are thrilled that you experienced that. We hope to see you again soon!"
FIVE,"Polite staff with a wide variety of Korean rice cakes. Good prices on alcoholic beverages.","Thank you for your kind words about our staff and our selection of Korean rice cakes. We are delighted to hear that you enjoyed our prices on alcoholic beverages too. We take great pride in providing our customers with an enjoyable experience with every visit and we are thrilled that we were able to do that for you. We look forward to welcoming you back soon!"
FIVE,"Yum! the rice cakes were so good :p","Thank you for your wonderful review! We are delighted to hear that you enjoyed our rice cakes and that you had a positive experience. We take great pride in providing the highest quality food to our customers, and we are so glad that you chose Witch Topokki. Thank you for your kind words!"
FIVE,"Good broth","Thank you for your kind words! We are thrilled that you enjoyed the broth, chewy noodles, and generous portions. We strive to provide a memorable experience for all of our customers and we are pleased that we were able to do that for you. Thank you for your support!"
FIVE,yum!,"Thank you for your kind words! We are delighted to hear that you enjoyed your experience with us at Witch Topokki. We take pride in providing our customers with the highest quality food and service, and we are so glad that you were pleased with your visit. We look forward to seeing you again soon!"
FIVE,"Thank u everything was good!","Thank you so much for your kind words! We are delighted to hear that you had an enjoyable experience at Seol Grille. We take great pride in providing excellent food and service, and we are thrilled that it was evident in your visit. We hope to have the pleasure of serving you again soon!"
FIVE,"no comment","Thank you so much for your 5-star rating of Seol Grille in Cary! We really appreciate your support and value your feedback. We hope to see you again soon!"
FIVE,"no comment","Thank you for your wonderful 5-star rating for KIMGANAE in Flushing! We are so pleased to hear that you had a great experience and we truly appreciate your positive feedback. We hope to see you again soon!"
FIVE,"no comment","Thank you for taking the time to leave a 5-star rating for KIMGANAE in Flushing! We are so grateful for your positive feedback and for taking the time to share it with us. We are thrilled to have your support and hope you'll visit us again soon. Thank you again for your kind rating!"
FIVE,"no comment","Thank you for taking the time to provide a 5-star rating for Iron Age Halcyon in Alpharetta. Your feedback is greatly appreciated and helps us strive to provide even better service. We hope to have the pleasure of serving you again soon. Thank you for your continued support."
FIVE,"no comment","Thank you for taking the time to rate Iron Age Halcyon in Alpharetta with a 5-star rating. We are delighted to hear that you had such a positive experience and we truly appreciate your support. We look forward to seeing you again soon! Thank you for your kind words!"
FIVE,"The food is great!!","Thank you for your kind words! We are so pleased to hear that you had a wonderful experience with us. We take great pride in providing our guests with the best dining experience possible and we are thrilled to know that we achieved that. We can't wait to welcome you back soon!"
FIVE,"So delicious! Our server Jacob was so helpful! Really love the bulgogi beef and spicy rice cakes but all the food is excellent.","Thank you for your wonderful review! We are delighted that you had a great experience with us and especially enjoyed the bulgogi beef and spicy rice cakes. We would love to have you back again soon!"
FIVE,"It wasn’t crowded at 11am on Saturday, but it was delicious. Our server, Jacob, did an excellent job taking care of us. The beef bulgogi was, as usual, amazing.","Thank you so much for your kind review! We are delighted to hear that your visit was enjoyable and that Jacob provided you with amazing service. We are especially glad that you enjoyed the beef bulgogi and we look forward to welcoming you back soon!"
FIVE,"Wow!!  Great place!  Highly recommended","Thank you for your kind words! We are thrilled to hear that you had a positive experience at Witch Topokki. We take great pride in providing excellent service and delicious food to our customers, and we are so glad that we could exceed your expectations. We look forward to seeing you again soon!"
FIVE,"Fire!!! Good service, much more fun than typical buffet style hot pot places. Dumplings were my favorite appetizer!","Thank you for your kind words! We are so pleased to hear that you had a great experience with us. Our goal is to provide a fun and memorable atmosphere for our customers and we are thrilled that you enjoyed it. We are delighted that you enjoyed our dumplings and we hope to welcome you back soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with 5 stars! We are absolutely thrilled to hear that you enjoyed your experience and we really appreciate your kind feedback. We hope to see you again soon!"
FIVE,"Amazing food and service","Thank you for your kind words! We are delighted to hear that you had a great experience with our food and service. We always strive to provide the best experience for our customers and it's wonderful to know that we have been successful. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We are so pleased to hear that you had a great experience and we truly appreciate your feedback. We look forward to seeing you again soon and thank you for your continued support!"
FIVE,"no comment","Thank you for your kind words and for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We are absolutely thrilled to hear that you had a wonderful experience and we hope to welcome you back soon. Your feedback is invaluable to us and we appreciate it greatly."
FIVE,"It was good and friendly staff, worth stopping by","Thank you for your wonderful review! We are delighted to hear that you had a wonderful experience at Witch Topokki in Flushing. Our team works hard to ensure that all our guests feel welcomed and have the best experience possible. We hope to see you again soon!"
FIVE,"So yummy, clean and friendly!","Thank you for your kind words! We are delighted to hear that you had a great experience and enjoyed your visit. We are always striving to provide the best possible experience for our customers and we look forward to seeing you again soon!"
FIVE,"Super great experience and food!","Thank you for your wonderful review! We are delighted that you had a wonderful experience and enjoyed the food. We are committed to providing the best service and food to all our customers, and we are thrilled that you enjoyed your time with us. We really appreciate your kind words!"
FIVE,"no comment","Thank you for your wonderful 5-star rating of Witch Topokki in Flushing! We are so grateful for your support and thrilled that we were able to meet your expectations. We hope to see you again soon!"
FIVE,"What a good way to end our day in Flushing, NY. The food was very flavorful and the wings were to die for! It was really fun making our tteokbokki base. There was many options to choose from and I really love their fish cake soup! Definitely should come here with your group of friends!!","Thank you so much for your kind words! We are delighted to hear that you had a great time at Witch Topokki. We are committed to providing our customers with the most delicious and enjoyable experience possible. We are thrilled that you had fun making your own base and that you were able to enjoy the variety of options we offer. We hope to welcome you and your friends back soon!"
FIVE,"Tasty AYCE topokki! Love that they have other sides as options too","Thank you for your kind words! We are thrilled that you enjoyed our AYCE topokki. We are always striving to provide our customers with a variety of delicious side options, and we are delighted that you noticed! We hope to see you again soon."
FIVE,"amazing all you can eat toppoki. very similar to the one i had i korea!","Thank you so much for your kind words! We are delighted that you enjoyed our all you can eat toppoki and that it brought back fond memories of the one you had in Korea. We strive to provide the best possible Korean cuisine experience and we are thrilled that we were able to do that for you. We appreciate your patronage and thank you for choosing Witch Topokki!"
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with five stars! We are thrilled to hear that you had a positive experience and we truly appreciate your support. We strive to provide our customers with the highest quality of service and products, and your kind review is a great encouragement. Thank you again for your kind words!"
FIVE,"A gem for coffee and tea drinkers daily or occasionally! The atmosphere is quaint and personable. The owners are fantastic! Missy is an excellent cook and Sean will make your drink exactly the way you want and let you try the flavors and espresso! They use natural products which are so much more flavorful than those that are run of the mill!!!","Thank you for your wonderful review! We are delighted that you enjoyed your experience at Kool Bean in Newnan. We strive to make every drink exactly as our customers want it, using only natural products that we take great pride in. We are thrilled that you appreciate our personable atmosphere and the quality of our products. We look forward to seeing you again soon!"
FIVE,"A fun place to be with great food and beautiful people. 🇰🇷","Thank you for your kind words! We are delighted that you had such a wonderful time with us and enjoyed our delicious food. We strive to provide the best experience for our guests and we are thrilled to know that we achieved that. We look forward to welcoming you back soon!"
FIVE,"no comment","Thank you for taking the time to rate Seol Grille in Cary with a 5-star rating! We are so pleased to hear that you enjoyed your experience and we appreciate your kind words. Your support means a lot to us, and we look forward to welcoming you back soon."
FIVE,"Very good food! Authentic dining. Great service!","Thank you so much for your kind words! We are thrilled to hear that you had a great experience at San Soo Kap San 2. Our goal is to provide our guests with the most authentic Korean cuisine and the best service possible. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your wonderful 5-star rating for Mirak in Cliffside Park! We are so grateful for your feedback and strive to provide the best possible service. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for your kind words! We are delighted that you had a great experience here at American Beauty Institute. Our teachers and staff are highly knowledgeable and always willing to help, and we are proud to be able to provide the best education possible. We are thrilled that you enjoyed your time here with us!"
FIVE,"no comment","Thank you so much for your 5-star rating for KIMGANAE in Flushing! We truly appreciate your kind words and are delighted that you are enjoying your experience with us. We thank you for your continued support!"
FIVE,"Very cool place to come!! Great atmosphere staff is great, food is amazing. Highly recommend it if you’re in the area","Thank you for your kind words! We are delighted to hear that you enjoyed your experience with us. We take great pride in providing a wonderful atmosphere and delicious food. We hope to welcome you back again soon!"
FIVE,"Very interesting and fun experience cooking your own soup. The food was delicious and fresh. So many different flavors. Definitely recommend to try.","Thank you so much for your wonderful review! We are thrilled that you enjoyed the experience and the food. We work hard to provide fresh and delicious flavors, and we are delighted that you appreciated them. We hope to see you again soon!"
FIVE,"We went there yesterday with 1.5years old baby. It was so delicious! Staff was super friendly and curated a wonderful dining experience. They kept asking if our baby needed anything and we were enjoying our food. I’d say it’s definitely an experience you should try at least once. there’s a pretty good selection of food, both for the self-serve tteobokki items and the pre-cooked appetizers.","Thank you so much for your lovely review! We are delighted to hear that you and your little one had a wonderful experience with us. We strive to create a warm and inviting atmosphere for all of our guests and it's wonderful to know that we achieved that for you. We are thrilled that you enjoyed our selection of food and we look forward to seeing you again soon!"
FIVE,"Found this place through tiktok and it does not disappoint, the interior design is very nice and the very nice workers walked us through every step.","Thank you for your wonderful review! We are so pleased that you appreciated our interior design and that our staff was able to provide you with an enjoyable experience. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing. We are delighted to hear that you enjoyed your experience here and appreciate your positive feedback. Your loyalty means a lot to us and we are grateful for your support."
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We are delighted that you enjoyed your experience and we truly appreciate your support. Your feedback is invaluable to us and we can't wait to serve you again soon."
FIVE,"Delicious food and great service!","Thank you for your wonderful review! We are so pleased to hear that you had a great experience with us. We strive to provide the best service and quality food to our customers and are thrilled that you were satisfied. We hope to see you again soon!"
FIVE,"Very good food !very good service","Thank you for your kind words! We are delighted that you had a positive experience with us. We always strive to offer the best food and service to our customers and we are thrilled that you enjoyed it. We truly appreciate your support!"
FIVE,"good food, love the welcoming atmosphere☺️","Thank you for your kind words! We are delighted that you enjoyed your food and the atmosphere here at Witch Topokki. We look forward to seeing you again soon!"
FIVE,"Food is delicious","Thank you for the kind words! We are delighted to hear that you enjoyed your meal and that our quality food and service met your expectations. We look forward to welcoming you back soon!"
FIVE,"Service was great and the price of ayce for the food was a good price as well! Overall 10/10 experience!!!","Thank you for your wonderful feedback! We are delighted to hear that you had a great experience with us and appreciate your kind words. We strive to provide excellent service, quality food, and value for money. We look forward to seeing you again soon!"
FIVE,"Very good and comfoetable place. Like the food a lot and service.","Thank you so much for your kind words! We are delighted to hear that you enjoyed your experience with us. At Witch Topokki in Flushing, we strive to provide our customers with delicious food and exceptional service, and we are thrilled that we were able to do that for you. We really appreciate you choosing us!"
FIVE,"no comment","Thank you for giving us a 5-star rating! We are thrilled that you had a great experience with us. We hope to see you again soon and would love to hear how we can keep providing you with excellent service."
FIVE,"no comment","Thank you so much for giving Witch Topokki in Flushing a 5-star rating! Your feedback is invaluable to us and helps us to provide the best possible service to our customers. We truly appreciate your support and value your opinion. Thank you!"
FIVE,"It's good and experience was nice would recommend to someone","Thank you for your kind words! We are thrilled that you had a great experience with us and that you enjoyed our service and food. We strive to provide the best possible experience for our customers and we look forward to seeing you again soon!"
FIVE,"Very nice place","Thank you so much for the kind words! We are delighted that you enjoyed the food and the service. We always strive to provide the best experience for all our guests and we are thrilled that we were able to do that for you. We hope to welcome you back soon!"
FIVE,"i love this place they treat y oh good and the food is good","Thank you for your kind words! We are delighted that you had a positive experience at Witch Topokki in Flushing. Our goal is to always provide top-notch customer service and scrumptious food, and we are thrilled that we were able to do that for you. We hope to welcome you back soon!"
FIVE,"Great experience,  friendly staff and a multitude of options for everyone.","Thank you for your kind words! We are delighted to hear that you had a great experience and that our staff was friendly. We are committed to providing our customers with the best options to meet their needs. We look forward to seeing you again soon!"
FIVE,"Great experience for lunch.  It wasn't very busy so the service was extremely fast and attentive and the food was great.","Thank you for your kind words! We really appreciate you taking the time to share your positive experience with us. We are delighted to hear that you enjoyed your lunch and we strive to provide excellent service and delicious food to all of our customers. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Seol Grille in Cary. We are delighted that you gave us a 5-star rating and we truly appreciate your support. We hope to see you again soon!"
FIVE,"Solid meal deal with the 40$ all you can eat. You can add sides like a steamed egg bowl for 1$. Everything I ate was delicious pretty standard with kbbq taste. The side dishes included classics like Kimchi, bean sprouts, cucumber, they also had a potato salad side that included corn and that I was surprised it was great! I’d say my only fret was it was busy on a Sunday night which is to be expected.they have a 100 minute table limit but it’s not like your gonna take 2 whole hours to eat. It’s super trendy on the inside they had a robotic cat waiter rolling around pretty dope. I was a big fan on how they added gratuity with your check so my total meal for all you can eat including a 1$ side of steam egg dish was 54$. Definitely a group activity! I loved the scenery as well each group table had a tv with a scenery setting which illuminated the vibe. The kimchi wasn’t spicy enough to make you cry but nonetheless delicious. (I love to cry eating spicy foods)","Thank you for your kind words about Seol Grille! We are thrilled to hear that you had a great experience and enjoyed the all you can eat meal deal. We strive to provide a unique experience with our robotic cat waiter and illuminated scenery settings. We are delighted that you enjoyed the side dishes and truly appreciate your feedback about the kimchi. We hope to see you again soon and make your next experience even better!"
FIVE,"Best KBBQ place hands down, good quality meats like Kalbi and Pork Jowl at a good price.","Thank you so much for your kind words! We are thrilled to hear that you enjoyed our quality meats and had a great experience with us. We take pride in providing our customers with the best Korean BBQ experience, and we are glad that we could deliver that to you. We hope to see you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We are thrilled to hear that you had a great experience and appreciate your kind words. Your support is invaluable and we look forward to having you back soon. Thank you again!"
FIVE,"Lots of variety and great customer service!","Thank you for your lovely review! We are delighted to hear that you enjoyed our variety of dishes and customer service. We strive to make every customer experience enjoyable and your kind words mean a lot to us. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for your 5-star rating for Witch Topokki in Flushing! We are incredibly grateful for your kind words and are thrilled that you enjoyed your experience. We truly appreciate your support and are delighted that you chose us. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We are so grateful for your feedback and your continued support. We hope to see you again soon!"
FIVE,"no comment","Thank you for taking the time to leave us a five-star rating for Witch Topokki in Flushing. We are delighted that you enjoyed your experience with us and appreciate your kind words. Your feedback is invaluable to us and helps us to strive for excellence in our service. We are so grateful for your support. Thank you again!"
FIVE,"no comment","Thank you for your kind words and for taking the time to rate Seol Grille in Cary with a 5-star rating. We truly appreciate your support and value your feedback. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to give Seol Grille in Cary a 5-star rating! We are thrilled to hear that you had a wonderful experience with us and we truly appreciate your support. Please don't hesitate to let us know if there is anything else we can do for you. Thank you again for your kind words!"
FIVE,"Very fresh and delicious, definitely come back.","Thank you for your wonderful review! We are delighted to hear that you enjoyed your meal and we hope that you will visit us again soon. We strive to provide our customers with the best experience possible and we thank you for choosing Mirak!"
FIVE,"Sushi rolls were very fresh and tasty. I will definitely come back to try other foods","Thank you for your kind words! We are so pleased that you enjoyed your sushi rolls and hope you will come back soon to try something new! We are always striving to provide the best experience possible for our customers, and your support is greatly appreciated."
FIVE,"no comment","Thank you so much for taking the time to rate Meat Project in Centreville with a 5-star rating. We are truly humbled by your support and are so appreciative of your positive feedback. We can't wait to serve you again soon. Thank you for your kind words!"
FIVE,"Was in Raleigh for a week for work and decided to try this place out. I had never had Korean BBQ before and was particularly interested in this place, and I was not disappointed. The place is "divided" into what seems to be four segments; the restaurant, the Korean "snack" section, the grocery store, and the K-pop store. Upon entering I was able to order my food fairly easy and quick, I got spicy short ribs, and while my food cooked I browsed around the shop. The food was exceptional and after eating I went back and purchased several snack items. If you're interested in trying Korean BBQ for the first time or just looking for a new experience, definitely check out this hidden gem!","Thank you for your kind words! We are delighted that you enjoyed your experience with us and we hope to see you again soon. Our staff takes great pride in providing delicious meals and a warm, welcoming atmosphere. We can't wait for your next visit!"
ONE,"Terrible customer service. Will not come here again","We are sorry for the sub-par customer service you received. We take pride in providing all of our guests with outstanding customer service and we are sorry that we failed to meet your expectations. We would love to have the chance to demonstrate the quality of service we strive to deliver."
FIVE,"Food is very good and there is a variety of choices for the base and different kinda of ramen as well. Price is good for an all you can eat buffet","Thank you for your kind words! We are thrilled to hear that you appreciated the variety of choices for the base and different kinds of ramen. We always strive to provide our customers with the highest quality product at the best value for their money and we are glad that you find our prices to be reasonable. We deeply appreciate your support!"
FIVE,"Such good food!","Thank you for your kind words! We are so pleased to hear that you enjoyed your topokki and the friendly staff. We strive to provide the best possible experience for our customers and it's wonderful to hear that we achieved that. We look forward to seeing you again soon!"
FIVE,"10/10 yummy and fast service","Thank you for your wonderful review! We are delighted to hear that you enjoyed your experience with us and that you were satisfied with our service and food. We value your feedback and look forward to seeing you again soon!"
FIVE,"The staff was super nice and the food was great. They took the time to explain everything to us and it as so yummy.","Thank you for your kind words! We are delighted to hear that you had a pleasant experience with us. We strive to create a welcoming atmosphere and serve delicious food, so we are thrilled that we exceeded your expectations. We look forward to seeing you again soon!"
FIVE,Amazing!,"Thank you for the wonderful review! We are delighted to hear that you enjoyed our cheese topokki dish. We take great pride in providing the highest quality Korean food and your feedback is a testament to that. We look forward to seeing you again soon!"
